age,debt,yearsemployed,creditscore,income,class,gender_a,gender_b,married_l,married_u,married_y,bankcustomer_g,bankcustomer_gg,bankcustomer_p,educationlevel_aa,educationlevel_c,educationlevel_cc,educationlevel_d,educationlevel_e,educationlevel_ff,educationlevel_i,educationlevel_j,educationlevel_k,educationlevel_m,educationlevel_q,educationlevel_r,educationlevel_w,educationlevel_x,ethnicity_bb,ethnicity_dd,ethnicity_ff,ethnicity_h,ethnicity_j,ethnicity_n,ethnicity_o,ethnicity_v,ethnicity_z,priordefault_f,priordefault_t,employed_f,employed_t,driverslicense_f,driverslicense_t,citizen_g,citizen_p,citizen_s
52.50,0.232142857142857,0.220701754385965,0.223880597014925,0.112020000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
57.83,0.251428571428571,0.491228070175439,0.089552238805970,0.013320000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
20.75,0.369107142857143,0.011754385964912,0.014925373134328,0.000500000000000,+,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0
39.92,0.221785714285714,0.001403508771930,0.014925373134328,0.003000000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
25.67,0.446428571428571,0.042456140350877,1.000000000000000,0.002580000000000,+,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
24.75,0.446428571428571,0.052631578947368,0.179104477611940,0.005670000000000,+,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
44.17,0.238035714285714,0.258771929824561,0.044776119402985,0.000000000000000,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
23.50,0.321428571428571,0.298245614035088,0.074626865671642,0.000000000000000,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
34.92,0.178571428571429,0.263157894736842,0.089552238805970,0.010000000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0
47.67,0.089285714285714,0.087719298245614,0.179104477611940,0.025100000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
22.75,0.392857142857143,0.087719298245614,0.104477611940299,0.008090000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
34.42,0.151785714285714,0.114035087719298,0.029850746268657,0.006100000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
28.42,0.125000000000000,0.029298245614035,0.000000000000000,0.000000000000000,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1
67.75,0.196428571428571,0.456140350877193,0.014925373134328,0.000000000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0
20.42,0.065535714285714,0.078947368421053,0.014925373134328,0.001500000000000,+,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
47.42,0.285714285714286,0.228070175438596,0.089552238805970,0.511000000000000,+,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
36.25,0.178571428571429,0.087719298245614,0.089552238805970,0.003670000000000,+,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
32.67,0.196428571428571,0.192982456140351,0.179104477611940,0.010000000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0
48.58,0.232142857142857,0.210526315789474,0.000000000000000,0.000000000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0
39.92,0.019285714285714,0.017543859649123,0.044776119402985,0.010000000000000,+,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
33.58,0.098214285714286,0.149122807017544,0.089552238805970,0.000000000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
18.83,0.339285714285714,0.057017543859649,0.089552238805970,0.006000000000000,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
26.92,0.482142857142857,0.175438596491228,0.029850746268657,0.050000000000000,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
31.25,0.133928571428571,0.021929824561404,0.134328358208955,0.000000000000000,+,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0
56.50,0.571428571428571,0.000000000000000,0.223880597014925,0.002470000000000,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
43.00,0.010357142857143,0.061403508771930,0.119402985074627,0.003750000000000,+,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
22.33,0.392857142857143,0.070175438596491,0.014925373134328,0.002780000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
27.25,0.059464285714286,0.178421052631579,0.134328358208955,0.008270000000000,+,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
32.83,0.089285714285714,0.096491228070175,0.089552238805970,0.020720000000000,+,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
23.25,0.053571428571429,0.083333333333333,0.044776119402985,0.005820000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
40.33,0.269285714285714,0.280701754385965,0.208955223880597,0.023000000000000,+,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
30.50,0.232142857142857,0.140350877192982,0.104477611940299,0.030650000000000,+,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
52.83,0.535714285714286,0.192982456140351,0.208955223880597,0.022000000000000,+,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
46.67,0.016428571428571,0.014561403508772,0.164179104477612,0.000060000000000,+,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0
58.33,0.357142857142857,0.140350877192982,0.208955223880597,0.016020000000000,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
37.33,0.232142857142857,0.149122807017544,0.179104477611940,0.000000000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0
23.08,0.089285714285714,0.038070175438596,0.164179104477612,0.021840000000000,+,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
32.75,0.053571428571429,0.192982456140351,0.044776119402985,0.000000000000000,+,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0
21.67,0.410714285714286,0.000000000000000,0.164179104477612,0.000000000000000,+,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0
28.50,0.108571428571429,0.089122807017544,0.014925373134328,0.000000000000000,+,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
68.67,0.535714285714286,0.000000000000000,0.208955223880597,0.033760000000000,+,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0
28.00,0.071428571428571,0.146140350877193,0.029850746268657,0.000000000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0
34.08,0.002857142857143,0.001403508771930,0.014925373134328,0.020000000000000,+,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
27.67,0.071428571428571,0.035087719298246,0.059701492537313,0.075440000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
44.00,0.071428571428571,0.061403508771930,0.029850746268657,0.000150000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
25.08,0.061071428571429,0.058421052631579,0.014925373134328,0.000200000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
32.00,0.062500000000000,0.001403508771930,0.000000000000000,0.000000000000000,+,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0
60.58,0.589285714285714,0.385964912280702,0.000000000000000,0.105610000000000,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0
40.83,0.357142857142857,0.061403508771930,0.000000000000000,0.008370000000000,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0
19.33,0.339285714285714,0.035087719298246,0.000000000000000,0.004000000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0
32.33,0.019285714285714,0.001403508771930,0.000000000000000,0.111770000000000,+,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0
36.67,0.116071428571429,0.315789473684211,0.000000000000000,0.006390000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0
37.50,0.040178571428571,0.052631578947368,0.000000000000000,0.000000000000000,+,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
25.08,0.090714285714286,0.008771929824561,0.000000000000000,0.000000000000000,+,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0
41.33,0.000000000000000,0.526315789473684,0.000000000000000,0.000000000000000,+,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
56.00,0.446428571428571,0.280701754385965,0.000000000000000,0.020280000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0
49.83,0.485178571428571,0.298245614035088,0.000000000000000,0.000000000000000,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0
22.67,0.375000000000000,0.046842105263158,0.000000000000000,0.000000000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0
27.00,0.053571428571429,0.013157894736842,0.000000000000000,0.010650000000000,+,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0
25.00,0.446428571428571,0.105263157894737,0.000000000000000,0.000000000000000,+,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1
26.08,0.309464285714286,0.049649122807018,0.000000000000000,0.001500000000000,+,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0
18.42,0.330357142857143,0.042456140350877,0.059701492537313,0.005400000000000,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
20.17,0.291785714285714,0.068771929824561,0.208955223880597,0.001580000000000,+,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
47.67,0.010357142857143,0.526315789473684,0.298507462686567,0.150000000000000,+,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
21.25,0.083392857142857,0.017543859649123,0.059701492537313,0.000000000000000,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
20.67,0.107142857142857,0.005789473684211,0.044776119402985,0.000060000000000,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
57.08,0.696428571428571,0.192982456140351,0.104477611940299,0.030000000000000,+,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
22.42,0.202321428571429,0.090701754385965,0.104477611940299,0.032570000000000,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
48.75,0.303571428571429,0.438596491228070,0.134328358208955,0.016550000000000,+,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
40.00,0.232142857142857,0.122807017543860,0.014925373134328,0.005000000000000,+,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
40.58,0.178571428571429,0.175438596491228,0.104477611940299,0.030650000000000,+,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
28.67,0.037142857142857,0.087719298245614,0.074626865671642,0.014300000000000,+,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
33.08,0.165178571428571,0.057017543859649,0.029850746268657,0.000000000000000,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
21.33,0.375000000000000,0.105263157894737,0.000000000000000,0.000000000000000,+,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0
42.00,0.007321428571429,0.179824561403509,0.000000000000000,0.000000000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0
41.75,0.034285714285714,0.087719298245614,0.000000000000000,0.006000000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0
22.67,0.056607142857143,0.108245614035088,0.089552238805970,0.000000000000000,+,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
34.50,0.144285714285714,0.298245614035088,0.104477611940299,0.000000000000000,+,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
28.25,0.180000000000000,0.052631578947368,0.119402985074627,0.000070000000000,+,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
33.17,0.113035714285714,0.111052631578947,0.044776119402985,0.000000000000000,+,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
48.17,0.272321428571429,0.543859649122807,0.179104477611940,0.007900000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
27.58,0.072857142857143,0.070175438596491,0.044776119402985,0.005600000000000,+,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
22.58,0.358571428571429,0.001403508771930,0.134328358208955,0.003960000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
24.08,0.017857142857143,0.043859649122807,0.014925373134328,0.006780000000000,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
41.33,0.035714285714286,0.078947368421053,0.000000000000000,0.003000000000000,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
24.83,0.098214285714286,0.078947368421053,0.089552238805970,0.006000000000000,+,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
20.75,0.366071428571429,0.024912280701754,0.029850746268657,0.000000000000000,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
36.33,0.075892857142857,0.002982456140351,0.014925373134328,0.011870000000000,+,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
35.42,0.428571428571429,0.491228070175439,0.119402985074627,0.065900000000000,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
28.67,0.333392857142857,0.198771929824561,0.089552238805970,0.001680000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
35.17,0.089285714285714,0.157894736842105,0.104477611940299,0.012700000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
39.50,0.151785714285714,0.228070175438596,0.238805970149254,0.012100000000000,+,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
39.33,0.209821428571429,0.350877192982456,0.208955223880597,0.000000000000000,+,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0
24.33,0.236607142857143,0.192982456140351,0.000000000000000,0.000000000000000,+,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1
60.08,0.517857142857143,0.631578947368421,0.223880597014925,0.010000000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
23.08,0.410714285714286,0.122807017543860,0.134328358208955,0.007420000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
26.67,0.096785714285714,0.184210526315789,0.014925373134328,0.000000000000000,+,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
48.17,0.125000000000000,0.122807017543860,0.000000000000000,0.000000000000000,+,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1
41.17,0.144285714285714,0.245614035087719,0.119402985074627,0.000000000000000,+,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
55.92,0.410714285714286,0.175438596491228,0.074626865671642,0.088510000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
53.92,0.343750000000000,0.304035087719298,0.074626865671642,0.000000000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
18.92,0.330357142857143,0.035087719298246,0.059701492537313,0.005000000000000,+,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
50.08,0.447857142857143,0.080350877192982,0.044776119402985,0.000000000000000,+,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
65.42,0.392857142857143,0.701754385964912,0.104477611940299,0.000000000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0
17.58,0.321428571428571,0.048245614035088,0.000000000000000,0.000000000000000,+,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0
18.83,0.340714285714286,0.002982456140351,0.000000000000000,0.000000000000000,+,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0
37.75,0.196428571428571,0.004385964912281,0.000000000000000,0.000000000000000,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0
23.25,0.142857142857143,0.008771929824561,0.000000000000000,0.000000000000000,+,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
18.08,0.196428571428571,0.017543859649123,0.000000000000000,0.000000000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0
22.50,0.302142857142857,0.086315789473684,0.000000000000000,0.000000000000000,+,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0
19.67,0.013392857142857,0.070175438596491,0.029850746268657,0.000000000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
22.08,0.392857142857143,0.023333333333333,0.000000000000000,0.000000000000000,+,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0
25.17,0.125000000000000,0.021929824561404,0.104477611940299,0.070590000000000,+,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
47.42,0.107142857142857,0.486842105263158,0.029850746268657,0.017040000000000,+,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
33.50,0.062500000000000,0.157894736842105,0.059701492537313,0.008570000000000,+,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0
